Organization Name,Industries,Food and Restaurant Dummy,High Tech Dummy,Headquarters Regions,Founded Date,Founded Year,Founders,Number of Investors,Patents Granted,Trademarks Registered,Total Funding Amount,Number of Funding Rounds,Closed Dummy,Number of Events,Number of Articles,Diversity Spotlight Dummy,Page Views / Visit,Announced Date,Headquarters Location,Close Date,Organization Name.1,America Dummy,Asia Dummy,Middle East Dummy,Financing for entrepreneurs,Governmental support and policies,Taxes and bureaucracy,Governmental programs,Basic school entrepreneurial education and training,Post school entrepreneurial education and training,R&D transfer,Commercial and professional infrastructure,Internal market dynamics,Internal market openness,Physical and services infrastructure,Cultural and social norms,Founders_Cleaned,Repeat_Founder
Collegiate Tutoring,"E-Learning, EdTech, Education, Tutoring",0,1,Southern US,2015,2015,—,1,0,0,60000,1,1,0,0,0,—,—,"Oxford, Mississippi, United States",12/10/2018 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,[],0
TRAVO,"Information Technology, Internet, Internet of Things",0,0,"Greater Los Angeles Area, West Coast, Western US",2015,2015,Tae Lee,8,0,0,4505272,2,1,0,1,0,1.29,—,"Torrance, California, United States",12/26/2018 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,['Tae Lee'],0
Hooch,"E-Commerce, Hospitality, Loyalty Programs, Marketing, Software",0,1,"Greater New York Area, East Coast, Northeastern US",2015,2015,"Aleksey Kernes, Jared Christopher, Lin Dai",14,0,3,7750000,4,1,0,7,0,—,—,"New York, New York, United States",2019,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Aleksey Kernes', 'Jared Christopher', 'Lin Dai']",0
EntryPoint,"Computer, Information Services, News, Publishing, Software, Virtual Reality",0,1,"Greater New York Area, East Coast, Northeastern US",2015,2015,"Ben Doyle, Carissa F. Flocken",10,0,0,2000000,2,1,0,4,1,1,—,"New York, New York, United States",1/1/2019 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Ben Doyle', 'Carissa F. Flocken']",0
EnfraGen Capital,"Angel Investment, Asset Management, Financial Services, Management Consulting",0,0,"Greater New York Area, East Coast, Northeastern US",2015,2015,Brendan Duval,4,0,0,800000000,2,1,0,0,0,—,—,"New York, New York, United States",2019,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,['Brendan Duval'],0
Royalty Media,"Music, Photo Sharing, Photography, Video",0,1,"Great Lakes, East Coast, Northeastern US",2015,2015,—,2,0,0,19800000,3,1,0,0,0,1.63,—,"Buffalo, New York, United States",2019,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,[],0
NantiBodyFc,"Health Care, Life Science",0,1,"Greater Atlanta Area, East Coast, Southern US",2015,2015,—,2,2,0,50438200,2,1,0,0,0,—,—,"Cumming, Georgia, United States",2019,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,[],0
Sigmend,Health Care,0,1,"Greater Denver Area, Western US",2015,2015,Alexandra Weiner,2,0,0,100000,2,1,0,0,1,—,—,"Denver, Colorado, United States",1/1/2019 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,['Alexandra Weiner'],0
ProxBox,"Advertising, Marketing, Real Estate",0,1,Southern US,2015,2015,"Bryan Barringer, Chelsea White",1,0,0,141000,3,1,0,0,1,—,—,"Memphis, Tennessee, United States",2019,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Bryan Barringer', 'Chelsea White']",0
Haywheel,"B2B, Food and Beverage, Marketplace",1,1,"Greater New York Area, East Coast, Northeastern US",2015,2015,"Daniel Barabander, Mykel Pereira",1,0,0,120000,1,1,1,0,0,—,—,"New York, New York, United States",2019,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Daniel Barabander', 'Mykel Pereira']",0
"Shanghai Boxxun Network Technology Co., Ltd.","Big Data, Information Technology, Logistics",0,1,Asia-Pacific (APAC),2015,2015,Xu Bin,1,0,0,"CN¥1,000,000",1,1,0,0,0,1,—,"Shanghai, Shanghai, China",2019,China,0,1,0,3.6,5.92,4.47,4.38,2.73,5.08,4.12,4.38,7.25,4.23,6.93,4.97,['Xu Bin'],0
Atlas Vault,"Enterprise, Risk Management, Service Industry",0,0,"East Coast, Southern US",2015,2015,Adam Anderson,1,0,0,20000,1,1,1,0,0,1,—,"Greenville, South Carolina, United States",2019,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,['Adam Anderson'],0
CartoFusion Technologies,Software,0,1,Southern US,2015,2015,—,1,0,1,5000,1,1,0,0,0,—,—,"Corpus Christi, Texas, United States",2019,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,[],0
Halfbake,"Information Services, Information Technology, Internet, SaaS, Software",0,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2015,2015,"Jigyasa Makkar, Saurabh Mathur",1,0,0,25000,1,1,0,0,0,—,—,"Berlin, Berlin, Germany",2019,Germany,0,0,0,4.32,4.23,3.9,5.62,2.75,4.15,3.97,5.88,4.48,5.08,6.35,4.22,"['Jigyasa Makkar', 'Saurabh Mathur']",0
Night Owl,"Apps, Education",0,0,"San Francisco Bay Area, West Coast, Western US",2015,2015,"Brian Vallelunga, Mark Adams, Nelson Ramirez",2,0,0,25000,1,1,0,0,0,1,—,"Santa Cruz, California, United States",2019,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Brian Vallelunga', 'Mark Adams', 'Nelson Ramirez']",0
Triad Workforce Solutions Collaborative,"Collaboration, Finance",0,0,"East Coast, Southern US",2015,2015,—,1,0,0,320000,1,1,0,0,0,—,—,"Greensboro, North Carolina, United States",2019,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,[],0
Enjoius,"Blogging Platforms, E-Commerce, Internet, Marketplace, Social Entrepreneurship, Social Network",0,1,"Greater Los Angeles Area, West Coast, Western US",2015,2015,Christopher Cunningham,4,0,1,1400000,1,1,0,1,0,—,—,"Los Angeles, California, United States",1/4/2019 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,['Christopher Cunningham'],0
Omixy,"Health Care, Medical, Medical Device, Precision Medicine",0,1,"Europe, Middle East, and Africa (EMEA)",2015,2015,"Lavinia Ionita, Ronan Amicel",2,0,1,1500000,1,1,1,0,0,—,—,"London, England, United Kingdom",1/19/2019 0:00,United Kingdom,0,0,0,3.82,4.67,4.23,4.52,4.02,5.18,4.22,5.07,5.1,4.7,5.98,5.43,"['Lavinia Ionita', 'Ronan Amicel']",0
MyStrain,"App Discovery, Cannabis, Ediscovery, Enterprise Software",0,1,"San Francisco Bay Area, Silicon Valley, West Coast",2015,2015,Cyrus Dioun,1,0,0,20000,1,1,0,0,0,—,—,"Palo Alto, California, United States",2/1/2019 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,['Cyrus Dioun'],0
Learners Guild,"Career Planning, Communities, Education, Higher Education, Software",0,1,"San Francisco Bay Area, West Coast, Western US",2015,2015,Shereef Bishay,5,0,1,10000000,2,1,0,2,0,—,—,"Oakland, California, United States",2/27/2019 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,['Shereef Bishay'],0
Weiclicai,—,0,0,Asia-Pacific (APAC),2015,2015,Xue Junlong,4,0,0,"CN¥46,000,000",3,1,0,0,0,—,—,"Shenzhen, Guangdong, China",3/26/2019 0:00,China,0,1,0,3.6,5.92,4.47,4.38,2.73,5.08,4.12,4.38,7.25,4.23,6.93,4.97,['Xue Junlong'],0
centiment.io,"Advertising, Artificial Intelligence (AI), Content, Machine Learning",0,1,"Greater New York Area, East Coast, Northeastern US",2015,2015,"Micah Brown, Tim Wilson",1,0,0,100500,2,1,1,14,0,1.46,—,"New York, New York, United States",5/1/2019 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Micah Brown', 'Tim Wilson']",0
Pandora Cine,"Film Production, Hardware, Internet of Things, Photography, Software, Video",0,1,"Europe, Middle East, and Africa (EMEA)",2015,2015,Pablo Damian Gallego,2,0,0,55233,2,1,0,0,0,—,—,"London, England, United Kingdom",5/21/2019 0:00,United Kingdom,0,0,0,3.82,4.67,4.23,4.52,4.02,5.18,4.22,5.07,5.1,4.7,5.98,5.43,['Pablo Damian Gallego'],0
Grumble,"Messaging, Mobile Apps, Social Media",0,0,"Asia-Pacific (APAC), Western US",2015,2015,Dana Arakawa,1,0,0,25000,1,1,1,2,1,—,—,"Honolulu, Hawaii, United States",6/7/2019 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,['Dana Arakawa'],0
Tribe,"Apps, Messaging, Mobile Apps, Video",0,0,"San Francisco Bay Area, West Coast, Western US",2015,2015,Cyril Paglino,10,0,23,6500000,3,1,0,16,0,—,—,"San Francisco, California, United States",6/25/2019 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,['Cyril Paglino'],0
AQ BioMed,"Biometrics, Biotechnology, Chemical, Medical Device",0,0,"Greater Denver Area, Western US",2015,2015,Jim Kasic,1,1,0,260500,1,1,0,0,0,—,—,"Boulder, Colorado, United States",7/1/2019 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,['Jim Kasic'],0
CAKNOW,"Apps, Automotive, Mobile",0,0,"Greater Los Angeles Area, West Coast, Western US",2015,2015,Vance Xiang,1,0,1,1000000,1,1,0,0,0,—,—,"San Gabriel, California, United States",7/23/2019 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,['Vance Xiang'],0
UniTuition,"Education, Internet, Marketplace, Training, Tutoring",0,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2015,2015,"Orla McCallion, Sean Judge",1,0,0,50000,1,1,0,0,0,—,—,"Dublin, Dublin, Ireland",7/31/2019 0:00,Ireland,0,0,0,3.33,5.02,4.82,5.93,3.67,4.97,4.7,6.1,3.85,5.18,6.77,5.47,"['Orla McCallion', 'Sean Judge']",0
TempoGO,"Internet of Things, Public Transportation, SaaS, Software",0,1,Asia-Pacific (APAC),2015,2015,Pranav Shirke,2,0,0,1325000,2,1,0,3,0,—,—,"Panjim, Goa, India",8/1/2019 0:00,India,0,1,0,4,5.52,4.03,4.53,4.12,5.12,4.3,4.95,5.63,4.77,6.08,5.45,['Pranav Shirke'],0
Preesale,"Events, Internet, Ticketing",0,0,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2015,2015,Geoffroy Simon,5,0,0,300000,2,1,0,0,0,—,—,"Liège, Liege, Belgium",8/1/2019 0:00,Belgium,0,0,0,3.05,6.6,3.25,4.77,3.25,5.4,4.57,6.27,4.85,5.15,6.47,4.17,['Geoffroy Simon'],0
Trustify,"Apps, Business Intelligence, Fraud Detection, Identity Management, Law Enforcement, Privacy, Security",0,0,"Washington DC Metro Area, East Coast, Southern US",2015,2015,"Danny Boice, Jennifer Mellon",11,0,0,18586077,6,1,0,51,1,—,—,"Arlington, Virginia, United States",8/31/2019 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Danny Boice', 'Jennifer Mellon']",0
SellSwipe,"Internet, Mobile, Social Network",0,0,Southern US,2015,2015,David Facey,1,0,1,302499,2,1,0,0,0,—,—,"Baton Rouge, Louisiana, United States",9/16/2019 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,['David Facey'],0
Peripio Games,Gaming,0,0,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2015,2015,"Razman Naim, Ridhuan Naim",1,0,0,15000,1,1,0,0,0,—,—,"Tallinn, Harjumaa, Estonia",9/30/2019 0:00,Estonia,0,0,0,3.57,3.88,4.97,4.88,4.27,4.85,4.53,5.18,5.33,5.1,7.32,5.75,"['Razman Naim', 'Ridhuan Naim']",0
Megalodon Insurance Systems,"Enterprise Software, Management Information Systems, SaaS, Software",0,1,"Great Lakes, Midwestern US",2015,2015,Bill Montei,1,0,0,350000,2,1,0,0,0,—,—,"Middleton, Wisconsin, United States",10/1/2019 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,['Bill Montei'],0
Properr,"Property Management, Real Estate, SaaS, Software",0,1,"Europe, Middle East, and Africa (EMEA)",2015,2015,"Carwyn Balch, Owen Derbyshire, Steve Talbot",2,0,0,"£2,165,000",3,1,1,1,0,4,—,"Cardiff, Cardiff, United Kingdom",10/29/2019 0:00,United Kingdom,0,0,0,3.82,4.67,4.23,4.52,4.02,5.18,4.22,5.07,5.1,4.7,5.98,5.43,"['Carwyn Balch', 'Owen Derbyshire', 'Steve Talbot']",0
FlossTime,"Consumer Goods, Dental, Health Care",0,1,"San Francisco Bay Area, Silicon Valley, West Coast",2015,2015,"Duc T. Duong, Gregório Faria, Michael Evans",1,0,0,1190000,2,1,1,0,0,1,—,"Palo Alto, California, United States",11/1/2019 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Duc T. Duong', 'Gregório Faria', 'Michael Evans']",0
iExhale,"Health Care, Mental Health, Social Media, Wellness",0,1,"Greater Los Angeles Area, West Coast, Western US",2015,2015,Aaron Robin,1,0,0,1860000,1,1,0,0,0,—,—,"Beverly Hills, California, United States",11/7/2019 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,['Aaron Robin'],0
Mobile Sense,—,0,0,"East Coast, New England, Northeastern US",2015,2015,Justin Chickles,2,0,0,5725000,3,1,0,0,0,—,—,"Farmington, Connecticut, United States",12/20/2019 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,['Justin Chickles'],0
Zealr,"Artificial Intelligence (AI), Brand Marketing, CRM, Machine Learning, Messaging, Sales Automation, Social CRM, Social Media, Social Media Marketing",0,1,"Greater Los Angeles Area, West Coast, Western US",2015,2015,Craig Conlee,1,0,0,100000,1,1,1,1,0,—,—,"Yorba Linda, California, United States",12/24/2019 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,['Craig Conlee'],0
Ourly,"Finance, Financial Services, FinTech, Information Technology, Mobile Apps, Service Industry",0,1,"East Coast, New England, Northeastern US",2015,2015,"Bret Siarkowski, John Malone",5,0,1,6613250,5,1,0,4,0,—,—,"York, Maine, United States",2020,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Bret Siarkowski', 'John Malone']",0
Spansive,"Consumer Electronics, Electronics",0,0,"San Francisco Bay Area, West Coast, Western US",2015,2015,"John MacDonald, Lixin Shi",9,3,2,14400000,2,1,0,4,0,1,—,"San Francisco, California, United States",2020,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['John MacDonald', 'Lixin Shi']",0
NiceOne App,Marketing,0,1,"Greater Philadelphia Area, East Coast, Southern US",2015,2015,"Alberto Iore, Daniele Pedditzi",1,0,0,30000,1,1,0,0,1,—,—,"Wilmington, Delaware, United States",2020,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Alberto Iore', 'Daniele Pedditzi']",0
Lynk,"Transportation, Travel",0,0,"Greater Phoenix Area, Western US",2015,2015,—,1,0,0,50000,1,1,0,0,0,1.89,—,"Phoenix, Arizona, United States",2020,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,[],0
Anatrope,"Automotive, Fleet Management, Location Based Services, Sensor",0,0,"Washington DC Metro Area, East Coast, Southern US",2015,2015,Tiffany Strauchs Rad,1,0,0,50000,1,1,1,0,1,—,—,"Mclean, Virginia, United States",2020,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,['Tiffany Strauchs Rad'],0
Prifender,"Artificial Intelligence (AI), Big Data, Cloud Data Services, Computer, Privacy, Software",0,1,"Greater Seattle Area, West Coast, Western US",2015,2015,"Nimrod Luria, Sagi Leizerov",3,0,0,5000000,1,1,6,8,0,—,—,"Bellevue, Washington, United States",1/3/2020 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Nimrod Luria', 'Sagi Leizerov']",0
Strypes,"3D Technology, E-Commerce",0,0,"San Francisco Bay Area, West Coast, Western US",2015,2015,Alexa Fleischman,1,0,0,1150086,2,1,1,1,1,—,—,"San Francisco, California, United States",1/3/2020 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,['Alexa Fleischman'],0
Banana Culture,"Art, Gaming, Internet, Marketing, Music, Sports",0,1,Asia-Pacific (APAC),2015,2015,Sicong Wang,7,0,0,58555861,5,1,0,0,0,—,—,"Seoul, Seoul-t'ukpyolsi, South Korea",3/25/2020 0:00,South Korea,0,1,0,4.12,5.8,4.57,4.95,2.85,3.97,3.55,3.95,7.18,3.27,6.88,4.88,['Sicong Wang'],0
Scout Holdings,"Information Technology, Journalism, Social Media",0,0,"Greater New York Area, East Coast, Northeastern US",2015,2015,"Berit Anderson, Brett Horvath",1,0,0,50000,1,1,0,0,1,1.21,—,"New York, New York, United States",4/1/2020 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Berit Anderson', 'Brett Horvath']",0
jEugene,"Developer Tools, Law Enforcement, Legal, Legal Tech",0,0,"Greater New York Area, East Coast, Northeastern US",2015,2015,Harry Zhou,1,0,0,120000,1,1,1,1,0,—,—,"New York, New York, United States",4/1/2020 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,['Harry Zhou'],0
Handstand,"Fitness, Health Care, Wellness",0,1,"Greater Los Angeles Area, West Coast, Western US",2015,2015,Tiffany Hakimianpour,2,0,0,1000000,1,1,0,12,1,—,—,"Santa Monica, California, United States",4/6/2020 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,['Tiffany Hakimianpour'],0
MoQuality,"Artificial Intelligence (AI), Computer, Mobile Apps, Software",0,1,"Greater Atlanta Area, East Coast, Southern US",2015,2015,"Pushkar Kolhe, Shauvik Roy Choudhary",8,0,0,2810000,3,1,0,0,0,—,—,"Atlanta, Georgia, United States",4/6/2020 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Pushkar Kolhe', 'Shauvik Roy Choudhary']",0
BugEater Foods,"Alternative Protein, Farming, Food and Beverage, Food Processing, Organic Food",1,1,Midwestern US,2015,2015,"Alec Wiese, Julianne Kopf, Kelly Sturek",2,0,0,20000,1,1,1,2,1,—,—,"Lincoln, Nebraska, United States",4/16/2020 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Alec Wiese', 'Julianne Kopf', 'Kelly Sturek']",0
WattRunner,"Fitness, Health Care, Internet",0,1,Midwestern US,2015,2015,"Joe McDonald, Kimberly Druessel",1,0,0,100000,1,1,0,0,0,—,—,"Lake Saint Louis, Missouri, United States",4/29/2020 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Joe McDonald', 'Kimberly Druessel']",0
Fusion Funnel,"Advertising, Marketing, Software",0,1,Western US,2015,2015,Brad Morrison,1,0,0,300000,1,1,0,0,0,—,—,"Santa Fe, New Mexico, United States",5/13/2020 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,['Brad Morrison'],0
Paperplane,"Apps, Software",0,1,"Asia-Pacific (APAC), Western US",2015,2015,"Dennis Wong, Nicholas Ng",2,0,0,20000,1,1,0,0,0,—,—,"Honolulu, Hawaii, United States",6/5/2020 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Dennis Wong', 'Nicholas Ng']",1
MVTRAK,"Health Care, Information Technology, Sports",0,1,"Research Triangle, East Coast, Southern US",2015,2015,"Bruce Capehart, Cindy Cone",1,0,0,50000,1,1,0,0,1,—,—,"Durham, North Carolina, United States",6/15/2020 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Bruce Capehart', 'Cindy Cone']",0
M2MGO,"Industrial Automation, Infrastructure, Internet of Things",0,0,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2015,2015,Jens Uhlig,1,0,0,225000,1,1,0,1,0,—,—,"Berlin, Berlin, Germany",6/22/2020 0:00,Germany,0,0,0,4.32,4.23,3.9,5.62,2.75,4.15,3.97,5.88,4.48,5.08,6.35,4.22,['Jens Uhlig'],0
Call9,"Emergency Medicine, Health Care, Medical",0,1,"Greater New York Area, East Coast, Northeastern US",2015,2015,"Celina Tenev, Timothy Peck, XiaoSong Mu",12,0,0,34000000,3,1,1,16,1,—,—,"Brooklyn, New York, United States",7/21/2020 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Celina Tenev', 'Timothy Peck', 'XiaoSong Mu']",0
Wavedash Games,"Mobile Apps, Online Games, Video Games",0,0,"San Francisco Bay Area, West Coast, Western US",2015,2015,Matt Fairchild,7,0,0,6000000,1,1,1,1,0,—,—,"Oakland, California, United States",8/25/2020 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,['Matt Fairchild'],0
Connicto,"Advertising, Beauty, Consumer, Internet, Lifestyle",0,0,"European Union (EU), Nordic Countries, Scandinavia",2015,2015,Thomas Hallberg,1,0,0,"SEK1,800,000",1,1,0,0,0,—,—,"Föllinge, Jamtlands Lan, Sweden",9/23/2020 0:00,Sweden,0,0,0,4,4.05,3.97,4.63,3.9,3.93,4.08,5.1,5.82,4.48,7.3,5.05,['Thomas Hallberg'],0
Averon,"Cyber Security, Enterprise Software, Mobile, Ride Sharing, Security",0,1,"San Francisco Bay Area, West Coast, Western US",2015,2015,"Lea Tarnowski, Wendell Brown",13,0,0,20000000,4,1,12,16,1,—,—,"San Francisco, California, United States",10/1/2020 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Lea Tarnowski', 'Wendell Brown']",0
ZAPinfo,"Computer, Productivity Tools, Software",0,1,"Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",2015,2015,"Doug Berg, Evan Carothers",5,0,0,3122524,2,1,0,2,0,—,—,"Excelsior, Minnesota, United States",10/16/2020 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Doug Berg', 'Evan Carothers']",0
Squelch,"Artificial Intelligence (AI), Customer Service, Enterprise Software, Information Services, Machine Learning, SaaS",0,1,"San Francisco Bay Area, Silicon Valley, West Coast",2015,2015,"Giorgina Gottlieb, Ilan Raab, Jayaram Bhat",3,0,2,20000000,2,1,3,1,1,1,—,"Redwood City, California, United States",11/2/2020 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Giorgina Gottlieb', 'Ilan Raab', 'Jayaram Bhat']",0
Immersv,"Advertising, Advertising Platforms, Virtual Reality",0,0,"San Francisco Bay Area, West Coast, Western US",2015,2015,"John Gentilin, Mihir Shah",13,1,0,10500000,2,1,1,1,0,—,—,"Emeryville, California, United States",12/1/2020 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['John Gentilin', 'Mihir Shah']",0
Bedly,"Commercial Real Estate, Internet, Property Development, Real Estate",0,0,"Greater New York Area, East Coast, Northeastern US",2015,2015,"Benjamin Chester, Martin Greenberg",6,0,0,2700000,3,1,1,4,0,—,—,"New York, New York, United States",12/21/2020 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Benjamin Chester', 'Martin Greenberg']",0
Proyk,"Construction, Electronics",0,0,"European Union (EU), Nordic Countries, Scandinavia",2015,2015,—,4,1,0,960000,1,1,0,0,0,—,—,"Jönköping, Jonkopings Lan, Sweden",12/29/2020 0:00,Sweden,0,0,0,4,4.05,3.97,4.63,3.9,3.93,4.08,5.1,5.82,4.48,7.3,5.05,[],0
Boragen,"Agriculture, AgTech, Biotechnology, Chemical Engineering, Farming, Life Science, Therapeutics",0,1,"Research Triangle, East Coast, Southern US",2015,2015,"C. Tony Liu, Gerald Fink, Lucy Shapiro, Paul Schimmel, Stephen Benkovic",11,11,0,15300500,4,1,0,3,1,—,—,"Durham, North Carolina, United States",2021,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['C. Tony Liu', 'Gerald Fink', 'Lucy Shapiro', 'Paul Schimmel', 'Stephen Benkovic']",0
